Motif_name	Motif_ID	TF_Species	TF_ID	Family_ID	TSource_ID	MSource_ID	DBID	TF_Name	TF_Status	Family_Name	DBDs	DBD_Count	Cutoff	DBID.1	Motif_Type	MSource_Identifier	MSource_Type	PMID	MSource_Version	SR_Model	SR_NoThreshold	TfSource_Name	TfSource_URL	uniprot.Swiss-Prot	uniprot.TrEMBL
M06267_2.00_Scr_Drosophila_melanogaster	M06267_2.00	Homo_sapiens	T209903_2.00	F223_2.00	TS12_2.00	MS19_2.00	ENSG00000172789	HOXC5	I	Homeodomain	Homeobox	1	0.598692764790911	Scr_SOLEXA_FBgn0003339	B1H	FlyFactorSurvey	B1H	21097781	July 2012	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q00444	None
M06273_2.00_Ubx_Drosophila_melanogaster	M06273_2.00	Homo_sapiens	T209903_2.00	F223_2.00	TS12_2.00	MS19_2.00	ENSG00000172789	HOXC5	I	Homeodomain	Homeobox	1	0.598692764790911	Ubx_Cell_FBgn0003944	B1H	FlyFactorSurvey	B1H	21097781	July 2012	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q00444	None
M06274_2.00_Ubx_Drosophila_melanogaster	M06274_2.00	Homo_sapiens	T209903_2.00	F223_2.00	TS12_2.00	MS19_2.00	ENSG00000172789	HOXC5	I	Homeodomain	Homeobox	1	0.598692764790911	Ubx_FlyReg_FBgn0003944	B1H	FlyFactorSurvey	B1H	21097781	July 2012	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q00444	None
M06275_2.00_Ubx_Drosophila_melanogaster	M06275_2.00	Homo_sapiens	T209903_2.00	F223_2.00	TS12_2.00	MS19_2.00	ENSG00000172789	HOXC5	I	Homeodomain	Homeobox	1	0.598692764790911	Ubx_SOLEXA_FBgn0003944	B1H	FlyFactorSurvey	B1H	21097781	July 2012	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q00444	None
M06276_2.00_zen_Drosophila_melanogaster	M06276_2.00	Homo_sapiens	T209903_2.00	F223_2.00	TS12_2.00	MS19_2.00	ENSG00000172789	HOXC5	I	Homeodomain	Homeobox	1	0.598692764790911	Zen_Cell_FBgn0004053	B1H	FlyFactorSurvey	B1H	21097781	July 2012	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q00444	None
M06277_2.00_zen_Drosophila_melanogaster	M06277_2.00	Homo_sapiens	T209903_2.00	F223_2.00	TS12_2.00	MS19_2.00	ENSG00000172789	HOXC5	I	Homeodomain	Homeobox	1	0.598692764790911	zen_FlyReg_FBgn0004053	B1H	FlyFactorSurvey	B1H	21097781	July 2012	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q00444	None
M06278_2.00_zen_Drosophila_melanogaster	M06278_2.00	Homo_sapiens	T209903_2.00	F223_2.00	TS12_2.00	MS19_2.00	ENSG00000172789	HOXC5	I	Homeodomain	Homeobox	1	0.598692764790911	Zen_SOLEXA_FBgn0004053	B1H	FlyFactorSurvey	B1H	21097781	July 2012	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q00444	None
M06279_2.00_zen2_Drosophila_melanogaster	M06279_2.00	Homo_sapiens	T209903_2.00	F223_2.00	TS12_2.00	MS19_2.00	ENSG00000172789	HOXC5	I	Homeodomain	Homeobox	1	0.598692764790911	Zen2_Cell_FBgn0004054	B1H	FlyFactorSurvey	B1H	21097781	July 2012	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q00444	None
M06280_2.00_zen2_Drosophila_melanogaster	M06280_2.00	Homo_sapiens	T209903_2.00	F223_2.00	TS12_2.00	MS19_2.00	ENSG00000172789	HOXC5	I	Homeodomain	Homeobox	1	0.598692764790911	zen2_SOLEXA_2_FBgn0004054	B1H	FlyFactorSurvey	B1H	21097781	July 2012	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q00444	None
M06281_2.00_zen2_Drosophila_melanogaster	M06281_2.00	Homo_sapiens	T209903_2.00	F223_2.00	TS12_2.00	MS19_2.00	ENSG00000172789	HOXC5	I	Homeodomain	Homeobox	1	0.598692764790911	Zen2_SOLEXA_FBgn0004054	B1H	FlyFactorSurvey	B1H	21097781	July 2012	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q00444	None
M06291_2.00_hbn_Drosophila_melanogaster	M06291_2.00	Homo_sapiens	T209903_2.00	F223_2.00	TS12_2.00	MS19_2.00	ENSG00000172789	HOXC5	I	Homeodomain	Homeobox	1	0.598692764790911	Hbn_Cell_FBgn0008636	B1H	FlyFactorSurvey	B1H	21097781	July 2012	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q00444	None
M06292_2.00_hbn_Drosophila_melanogaster	M06292_2.00	Homo_sapiens	T209903_2.00	F223_2.00	TS12_2.00	MS19_2.00	ENSG00000172789	HOXC5	I	Homeodomain	Homeobox	1	0.598692764790911	Hbn_SOLEXA_FBgn0008636	B1H	FlyFactorSurvey	B1H	21097781	July 2012	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q00444	None
M06293_2.00_E5_Drosophila_melanogaster	M06293_2.00	Homo_sapiens	T209903_2.00	F223_2.00	TS12_2.00	MS19_2.00	ENSG00000172789	HOXC5	I	Homeodomain	Homeobox	1	0.598692764790911	E5_Cell_FBgn0008646	B1H	FlyFactorSurvey	B1H	21097781	July 2012	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q00444	None
M06294_2.00_E5_Drosophila_melanogaster	M06294_2.00	Homo_sapiens	T209903_2.00	F223_2.00	TS12_2.00	MS19_2.00	ENSG00000172789	HOXC5	I	Homeodomain	Homeobox	1	0.598692764790911	E5_SOLEXA_FBgn0008646	B1H	FlyFactorSurvey	B1H	21097781	July 2012	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q00444	None
M06307_2.00_btn_Drosophila_melanogaster	M06307_2.00	Homo_sapiens	T209903_2.00	F223_2.00	TS12_2.00	MS19_2.00	ENSG00000172789	HOXC5	I	Homeodomain	Homeobox	1	0.598692764790911	Btn_Cell_FBgn0014949	B1H	FlyFactorSurvey	B1H	21097781	July 2012	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q00444	None
M06308_2.00_btn_Drosophila_melanogaster	M06308_2.00	Homo_sapiens	T209903_2.00	F223_2.00	TS12_2.00	MS19_2.00	ENSG00000172789	HOXC5	I	Homeodomain	Homeobox	1	0.598692764790911	Btn_SOLEXA_FBgn0014949	B1H	FlyFactorSurvey	B1H	21097781	July 2012	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q00444	None
M06309_2.00_otp_Drosophila_melanogaster	M06309_2.00	Homo_sapiens	T209903_2.00	F223_2.00	TS12_2.00	MS19_2.00	ENSG00000172789	HOXC5	I	Homeodomain	Homeobox	1	0.598692764790911	Otp_Cell_FBgn0015524	B1H	FlyFactorSurvey	B1H	21097781	July 2012	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q00444	None
M06310_2.00_otp_Drosophila_melanogaster	M06310_2.00	Homo_sapiens	T209903_2.00	F223_2.00	TS12_2.00	MS19_2.00	ENSG00000172789	HOXC5	I	Homeodomain	Homeobox	1	0.598692764790911	Otp_SOLEXA_FBgn0015524	B1H	FlyFactorSurvey	B1H	21097781	July 2012	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q00444	None
M06311_2.00_unpg_Drosophila_melanogaster	M06311_2.00	Homo_sapiens	T209903_2.00	F223_2.00	TS12_2.00	MS19_2.00	ENSG00000172789	HOXC5	I	Homeodomain	Homeobox	1	0.598692764790911	Unpg_Cell_FBgn0015561	B1H	FlyFactorSurvey	B1H	21097781	July 2012	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q00444	None
M06312_2.00_unpg_Drosophila_melanogaster	M06312_2.00	Homo_sapiens	T209903_2.00	F223_2.00	TS12_2.00	MS19_2.00	ENSG00000172789	HOXC5	I	Homeodomain	Homeobox	1	0.598692764790911	Unpg_SOLEXA_FBgn0015561	B1H	FlyFactorSurvey	B1H	21097781	July 2012	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q00444	None
M06323_2.00_NK7.1_Drosophila_melanogaster	M06323_2.00	Homo_sapiens	T209903_2.00	F223_2.00	TS12_2.00	MS19_2.00	ENSG00000172789	HOXC5	I	Homeodomain	Homeobox	1	0.598692764790911	NK7.1_Cell_FBgn0024321	B1H	FlyFactorSurvey	B1H	21097781	July 2012	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q00444	None
M06324_2.00_NK7.1_Drosophila_melanogaster	M06324_2.00	Homo_sapiens	T209903_2.00	F223_2.00	TS12_2.00	MS19_2.00	ENSG00000172789	HOXC5	I	Homeodomain	Homeobox	1	0.598692764790911	NK7.1_SOLEXA_FBgn0024321	B1H	FlyFactorSurvey	B1H	21097781	July 2012	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q00444	None
M06329_2.00_ind_Drosophila_melanogaster	M06329_2.00	Homo_sapiens	T209903_2.00	F223_2.00	TS12_2.00	MS19_2.00	ENSG00000172789	HOXC5	I	Homeodomain	Homeobox	1	0.598692764790911	Ind_Cell_FBgn0025776	B1H	FlyFactorSurvey	B1H	21097781	July 2012	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q00444	None
M06347_2.00_lms_Drosophila_melanogaster	M06347_2.00	Homo_sapiens	T209903_2.00	F223_2.00	TS12_2.00	MS19_2.00	ENSG00000172789	HOXC5	I	Homeodomain	Homeobox	1	0.598692764790911	CG13424_Cell_FBgn0034520	B1H	FlyFactorSurvey	B1H	21097781	July 2012	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q00444	None
M06348_2.00_lms_Drosophila_melanogaster	M06348_2.00	Homo_sapiens	T209903_2.00	F223_2.00	TS12_2.00	MS19_2.00	ENSG00000172789	HOXC5	I	Homeodomain	Homeobox	1	0.598692764790911	CG13424_SOLEXA_2_FBgn0034520	B1H	FlyFactorSurvey	B1H	21097781	July 2012	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q00444	None
M06349_2.00_lms_Drosophila_melanogaster	M06349_2.00	Homo_sapiens	T209903_2.00	F223_2.00	TS12_2.00	MS19_2.00	ENSG00000172789	HOXC5	I	Homeodomain	Homeobox	1	0.598692764790911	CG13424_SOLEXA_FBgn0034520	B1H	FlyFactorSurvey	B1H	21097781	July 2012	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q00444	None
M06354_2.00_CG18599_Drosophila_melanogaster	M06354_2.00	Homo_sapiens	T209903_2.00	F223_2.00	TS12_2.00	MS19_2.00	ENSG00000172789	HOXC5	I	Homeodomain	Homeobox	1	0.598692764790911	CG18599_Cell_FBgn0038592	B1H	FlyFactorSurvey	B1H	21097781	July 2012	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q00444	None
M06355_2.00_CG18599_Drosophila_melanogaster	M06355_2.00	Homo_sapiens	T209903_2.00	F223_2.00	TS12_2.00	MS19_2.00	ENSG00000172789	HOXC5	I	Homeodomain	Homeobox	1	0.598692764790911	CG18599_SOLEXA_FBgn0038592	B1H	FlyFactorSurvey	B1H	21097781	July 2012	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q00444	None
M06364_2.00_exex_Drosophila_melanogaster	M06364_2.00	Homo_sapiens	T209903_2.00	F223_2.00	TS12_2.00	MS19_2.00	ENSG00000172789	HOXC5	I	Homeodomain	Homeobox	1	0.598692764790911	Exex_Cell_FBgn0041156	B1H	FlyFactorSurvey	B1H	21097781	July 2012	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q00444	None
M06365_2.00_exex_Drosophila_melanogaster	M06365_2.00	Homo_sapiens	T209903_2.00	F223_2.00	TS12_2.00	MS19_2.00	ENSG00000172789	HOXC5	I	Homeodomain	Homeobox	1	0.598692764790911	Exex_SOLEXA_FBgn0041156	B1H	FlyFactorSurvey	B1H	21097781	July 2012	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q00444	None
M06366_2.00_pb_Drosophila_melanogaster	M06366_2.00	Homo_sapiens	T209903_2.00	F223_2.00	TS12_2.00	MS19_2.00	ENSG00000172789	HOXC5	I	Homeodomain	Homeobox	1	0.598692764790911	Pb_Cell_FBgn0051481	B1H	FlyFactorSurvey	B1H	21097781	July 2012	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q00444	None
M06367_2.00_pb_Drosophila_melanogaster	M06367_2.00	Homo_sapiens	T209903_2.00	F223_2.00	TS12_2.00	MS19_2.00	ENSG00000172789	HOXC5	I	Homeodomain	Homeobox	1	0.598692764790911	Pb_SOLEXA_FBgn0051481	B1H	FlyFactorSurvey	B1H	21097781	July 2012	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q00444	None
M06374_2.00_Antp_Drosophila_melanogaster	M06374_2.00	Homo_sapiens	T209903_2.00	F223_2.00	TS12_2.00	MS19_2.00	ENSG00000172789	HOXC5	I	Homeodomain	Homeobox	1	0.598692764790911	Antp_Cell_FBgn0000095	B1H	FlyFactorSurvey	B1H	21097781	July 2012	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q00444	None
M06375_2.00_Antp_Drosophila_melanogaster	M06375_2.00	Homo_sapiens	T209903_2.00	F223_2.00	TS12_2.00	MS19_2.00	ENSG00000172789	HOXC5	I	Homeodomain	Homeobox	1	0.598692764790911	Antp_FlyReg_FBgn0000095	B1H	FlyFactorSurvey	B1H	21097781	July 2012	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q00444	None
M06376_2.00_Antp_Drosophila_melanogaster	M06376_2.00	Homo_sapiens	T209903_2.00	F223_2.00	TS12_2.00	MS19_2.00	ENSG00000172789	HOXC5	I	Homeodomain	Homeobox	1	0.598692764790911	Antp_SOLEXA_FBgn0000095	B1H	FlyFactorSurvey	B1H	21097781	July 2012	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q00444	None
M06386_2.00_Hmx_Drosophila_melanogaster	M06386_2.00	Homo_sapiens	T209903_2.00	F223_2.00	TS12_2.00	MS19_2.00	ENSG00000172789	HOXC5	I	Homeodomain	Homeobox	1	0.598692764790911	Hmx_Cell_FBgn0085448	B1H	FlyFactorSurvey	B1H	21097781	July 2012	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q00444	None
M06387_2.00_Hmx_Drosophila_melanogaster	M06387_2.00	Homo_sapiens	T209903_2.00	F223_2.00	TS12_2.00	MS19_2.00	ENSG00000172789	HOXC5	I	Homeodomain	Homeobox	1	0.598692764790911	Hmx_SOLEXA_FBgn0085448	B1H	FlyFactorSurvey	B1H	21097781	July 2012	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q00444	None
M08211_2.00_lin.39_Caenorhabditis_elegans	M08211_2.00	Homo_sapiens	T209903_2.00	F223_2.00	TS12_2.00	MS42_2.00	ENSG00000172789	HOXC5	I	Homeodomain	Homeobox	1	0.598692764790911	Mw154	ChIP-seq	modENCODE	ChIP-seq	22080565	March 2016	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q00444	None
M09566_2.00_Hoxa2_Mus_musculus	M09566_2.00	Homo_sapiens	T209903_2.00	F223_2.00	TS12_2.00	MS28_2.00	ENSG00000172789	HOXC5	I	Homeodomain	Homeobox	1	0.598692764790911	mES-Hoxa2_Donaldson_et_al.	Misc	HOMER	Misc	20513432	January 2016	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q00444	None
M09571_2.00_Pdx1_Mus_musculus	M09571_2.00	Homo_sapiens	T209903_2.00	F223_2.00	TS12_2.00	MS28_2.00	ENSG00000172789	HOXC5	I	Homeodomain	Homeobox	1	0.598692764790911	Islet-Pdx1_SRA008281	Misc	HOMER	Misc	20513432	January 2016	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q00444	None
M09574_2.00_Hoxc9_Mus_musculus	M09574_2.00	Homo_sapiens	T209903_2.00	F223_2.00	TS12_2.00	MS28_2.00	ENSG00000172789	HOXC5	I	Homeodomain	Homeobox	1	0.598692764790911	Ainv15-Hoxc9_GSE21812	Misc	HOMER	Misc	20513432	January 2016	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q00444	None
M09575_2.00_Hoxa9_Mus_musculus	M09575_2.00	Homo_sapiens	T209903_2.00	F223_2.00	TS12_2.00	MS28_2.00	ENSG00000172789	HOXC5	I	Homeodomain	Homeobox	1	0.598692764790911	HSC-Hoxa9_GSE33509	Misc	HOMER	Misc	20513432	January 2016	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q00444	None
M09576_2.00_Hoxb4_Mus_musculus	M09576_2.00	Homo_sapiens	T209903_2.00	F223_2.00	TS12_2.00	MS28_2.00	ENSG00000172789	HOXC5	I	Homeodomain	Homeobox	1	0.598692764790911	ES-Hoxb4_GSE34014	Misc	HOMER	Misc	20513432	January 2016	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q00444	None
M09582_2.00_lin.39_Caenorhabditis_elegans	M09582_2.00	Homo_sapiens	T209903_2.00	F223_2.00	TS12_2.00	MS28_2.00	ENSG00000172789	HOXC5	I	Homeodomain	Homeobox	1	0.598692764790911	cElegans.L3-LIN39_modEncode	Misc	HOMER	Misc	20513432	January 2016	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q00444	None
M09671_2.00_abd.A_Drosophila_melanogaster	M09671_2.00	Homo_sapiens	T209903_2.00	F223_2.00	TS12_2.00	MS29_2.00	ENSG00000172789	HOXC5	I	Homeodomain	Homeobox	1	0.598692764790911	abd-A	Misc	iDMMPMM	Misc	20067172	January 2016	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q00444	None
M09672_2.00_Abd.B_Drosophila_melanogaster	M09672_2.00	Homo_sapiens	T209903_2.00	F223_2.00	TS12_2.00	MS29_2.00	ENSG00000172789	HOXC5	I	Homeodomain	Homeobox	1	0.598692764790911	Abd-B	Misc	iDMMPMM	Misc	20067172	January 2016	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q00444	None
M09675_2.00_Dfd_Drosophila_melanogaster	M09675_2.00	Homo_sapiens	T209903_2.00	F223_2.00	TS12_2.00	MS29_2.00	ENSG00000172789	HOXC5	I	Homeodomain	Homeobox	1	0.598692764790911	Dfd	Misc	iDMMPMM	Misc	20067172	January 2016	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q00444	None
M09676_2.00_ems_Drosophila_melanogaster	M09676_2.00	Homo_sapiens	T209903_2.00	F223_2.00	TS12_2.00	MS29_2.00	ENSG00000172789	HOXC5	I	Homeodomain	Homeobox	1	0.598692764790911	ems	Misc	iDMMPMM	Misc	20067172	January 2016	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q00444	None
M09677_2.00_en_Drosophila_melanogaster	M09677_2.00	Homo_sapiens	T209903_2.00	F223_2.00	TS12_2.00	MS29_2.00	ENSG00000172789	HOXC5	I	Homeodomain	Homeobox	1	0.598692764790911	en	Misc	iDMMPMM	Misc	20067172	January 2016	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q00444	None
M09678_2.00_eve_Drosophila_melanogaster	M09678_2.00	Homo_sapiens	T209903_2.00	F223_2.00	TS12_2.00	MS29_2.00	ENSG00000172789	HOXC5	I	Homeodomain	Homeobox	1	0.598692764790911	eve	Misc	iDMMPMM	Misc	20067172	January 2016	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q00444	None
M09679_2.00_ftz_Drosophila_melanogaster	M09679_2.00	Homo_sapiens	T209903_2.00	F223_2.00	TS12_2.00	MS29_2.00	ENSG00000172789	HOXC5	I	Homeodomain	Homeobox	1	0.598692764790911	ftz	Misc	iDMMPMM	Misc	20067172	January 2016	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q00444	None
M09680_2.00_Ubx_Drosophila_melanogaster	M09680_2.00	Homo_sapiens	T209903_2.00	F223_2.00	TS12_2.00	MS29_2.00	ENSG00000172789	HOXC5	I	Homeodomain	Homeobox	1	0.598692764790911	Ubx	Misc	iDMMPMM	Misc	20067172	January 2016	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q00444	None
M09682_2.00_Antp_Drosophila_melanogaster	M09682_2.00	Homo_sapiens	T209903_2.00	F223_2.00	TS12_2.00	MS29_2.00	ENSG00000172789	HOXC5	I	Homeodomain	Homeobox	1	0.598692764790911	Antp	Misc	iDMMPMM	Misc	20067172	January 2016	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q00444	None
M00172_2.00_Hoxa3_Mus_musculus	M00172_2.00	Homo_sapiens	T209950_2.00	F223_2.00	TS12_2.00	MS02_2.00	ENSG00000229544	NKX1-2	I	Homeodomain	Homeobox	1	0.598692764790911	Hoxa3_2783	PBM	Badis09	PBM	19443739	None	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q9UD57	None
M00383_2.00_Hoxa4_Mus_musculus	M00383_2.00	Homo_sapiens	T209950_2.00	F223_2.00	TS12_2.00	MS06_2.00	ENSG00000229544	NKX1-2	I	Homeodomain	Homeobox	1	0.598692764790911	Hoxa4_3426	PBM	Berger08	PBM	18585359	None	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q9UD57	None
M00384_2.00_Meox1_Mus_musculus	M00384_2.00	Homo_sapiens	T209950_2.00	F223_2.00	TS12_2.00	MS06_2.00	ENSG00000229544	NKX1-2	I	Homeodomain	Homeobox	1	0.598692764790911	Meox1_2310	PBM	Berger08	PBM	18585359	None	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q9UD57	None
M00387_2.00_Dlx3_Mus_musculus	M00387_2.00	Homo_sapiens	T209950_2.00	F223_2.00	TS12_2.00	MS06_2.00	ENSG00000229544	NKX1-2	I	Homeodomain	Homeobox	1	0.598692764790911	Dlx3_1030	PBM	Berger08	PBM	18585359	None	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q9UD57	None
M00388_2.00_Mnx1_Mus_musculus	M00388_2.00	Homo_sapiens	T209950_2.00	F223_2.00	TS12_2.00	MS06_2.00	ENSG00000229544	NKX1-2	I	Homeodomain	Homeobox	1	0.598692764790911	Hlxb9_3422	PBM	Berger08	PBM	18585359	None	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q9UD57	None
M00393_2.00_Evx2_Mus_musculus	M00393_2.00	Homo_sapiens	T209950_2.00	F223_2.00	TS12_2.00	MS06_2.00	ENSG00000229544	NKX1-2	I	Homeodomain	Homeobox	1	0.598692764790911	Evx2_2645	PBM	Berger08	PBM	18585359	None	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q9UD57	None
M00395_2.00_Evx1_Mus_musculus	M00395_2.00	Homo_sapiens	T209950_2.00	F223_2.00	TS12_2.00	MS06_2.00	ENSG00000229544	NKX1-2	I	Homeodomain	Homeobox	1	0.598692764790911	Evx1_3952	PBM	Berger08	PBM	18585359	None	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q9UD57	None
M00398_2.00_Vax1_Mus_musculus	M00398_2.00	Homo_sapiens	T209950_2.00	F223_2.00	TS12_2.00	MS06_2.00	ENSG00000229544	NKX1-2	I	Homeodomain	Homeobox	1	0.598692764790911	Vax1_3499	PBM	Berger08	PBM	18585359	None	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q9UD57	None
M00400_2.00_Phox2a_Mus_musculus	M00400_2.00	Homo_sapiens	T209950_2.00	F223_2.00	TS12_2.00	MS06_2.00	ENSG00000229544	NKX1-2	I	Homeodomain	Homeobox	1	0.598692764790911	Phox2a_3947	PBM	Berger08	PBM	18585359	None	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q9UD57	None
M00401_2.00_Phox2b_Mus_musculus	M00401_2.00	Homo_sapiens	T209950_2.00	F223_2.00	TS12_2.00	MS06_2.00	ENSG00000229544	NKX1-2	I	Homeodomain	Homeobox	1	0.598692764790911	Phox2b_3948	PBM	Berger08	PBM	18585359	None	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q9UD57	None
M00402_2.00_Alx3_Mus_musculus	M00402_2.00	Homo_sapiens	T209950_2.00	F223_2.00	TS12_2.00	MS06_2.00	ENSG00000229544	NKX1-2	I	Homeodomain	Homeobox	1	0.598692764790911	Alx3_3418	PBM	Berger08	PBM	18585359	None	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q9UD57	None
M00403_2.00_Hoxa2_Mus_musculus	M00403_2.00	Homo_sapiens	T209950_2.00	F223_2.00	TS12_2.00	MS06_2.00	ENSG00000229544	NKX1-2	I	Homeodomain	Homeobox	1	0.598692764790911	Hoxa2_3079	PBM	Berger08	PBM	18585359	None	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q9UD57	None
M00409_2.00_Dlx4_Mus_musculus	M00409_2.00	Homo_sapiens	T209950_2.00	F223_2.00	TS12_2.00	MS06_2.00	ENSG00000229544	NKX1-2	I	Homeodomain	Homeobox	1	0.598692764790911	Dlx4_3488	PBM	Berger08	PBM	18585359	None	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q9UD57	None
M00413_2.00_Barx1_Mus_musculus	M00413_2.00	Homo_sapiens	T209950_2.00	F223_2.00	TS12_2.00	MS06_2.00	ENSG00000229544	NKX1-2	I	Homeodomain	Homeobox	1	0.598692764790911	Barx1_2877	PBM	Berger08	PBM	18585359	None	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q9UD57	None
M00414_2.00_Msx2_Mus_musculus	M00414_2.00	Homo_sapiens	T209950_2.00	F223_2.00	TS12_2.00	MS06_2.00	ENSG00000229544	NKX1-2	I	Homeodomain	Homeobox	1	0.598692764790911	Msx2_3449	PBM	Berger08	PBM	18585359	None	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q9UD57	None
M00417_2.00_Otp_Mus_musculus	M00417_2.00	Homo_sapiens	T209950_2.00	F223_2.00	TS12_2.00	MS06_2.00	ENSG00000229544	NKX1-2	I	Homeodomain	Homeobox	1	0.598692764790911	Otp_3496	PBM	Berger08	PBM	18585359	None	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q9UD57	None
M00422_2.00_Hoxc5_Mus_musculus	M00422_2.00	Homo_sapiens	T209950_2.00	F223_2.00	TS12_2.00	MS06_2.00	ENSG00000229544	NKX1-2	I	Homeodomain	Homeobox	1	0.598692764790911	Hoxc5_2630	PBM	Berger08	PBM	18585359	None	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q9UD57	None
M00423_2.00_Dlx2_Mus_musculus	M00423_2.00	Homo_sapiens	T209950_2.00	F223_2.00	TS12_2.00	MS06_2.00	ENSG00000229544	NKX1-2	I	Homeodomain	Homeobox	1	0.598692764790911	Dlx2_2273	PBM	Berger08	PBM	18585359	None	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q9UD57	None
M00426_2.00_Rax_Mus_musculus	M00426_2.00	Homo_sapiens	T209950_2.00	F223_2.00	TS12_2.00	MS06_2.00	ENSG00000229544	NKX1-2	I	Homeodomain	Homeobox	1	0.598692764790911	Rax_3443	PBM	Berger08	PBM	18585359	None	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q9UD57	None
M00429_2.00_Msx3_Mus_musculus	M00429_2.00	Homo_sapiens	T209950_2.00	F223_2.00	TS12_2.00	MS06_2.00	ENSG00000229544	NKX1-2	I	Homeodomain	Homeobox	1	0.598692764790911	Msx3_3206	PBM	Berger08	PBM	18585359	None	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q9UD57	None
M00431_2.00_Prrx1_Mus_musculus	M00431_2.00	Homo_sapiens	T209950_2.00	F223_2.00	TS12_2.00	MS06_2.00	ENSG00000229544	NKX1-2	I	Homeodomain	Homeobox	1	0.598692764790911	Prrx1_3442	PBM	Berger08	PBM	18585359	None	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q9UD57	None
